,Arrondissement_x,Code INSEE commune_x,Type implantation,Nombre point de recharge,Paiement CB,Accessibilité PMR,Restriction gabarit,Stationnement 2 roues,Puissance max KW,Statut du point de recharge,Type de chargeur,latitude,longitude,Arrondissement_x_encode,Type implantation_encode,Paiement CB_encode,Accessibilité PMR_encode,Restriction gabarit_encode,Stationnement 2 roues_encode,Statut du point de recharge_encode,Type de chargeur_encode
1497,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86023,2.3719914,6,1,1,0,1,0,0,3
1498,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82844,2.336613,9,1,1,0,1,0,1,3
1499,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82844,2.336613,9,1,1,0,1,0,1,3
1500,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.88112,2.284095,12,1,1,0,1,0,1,3
1501,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.85988,2.3245049,2,1,1,0,1,1,0,3
1502,13e Arrondissement,75113.0,Voirie,3,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83039,2.356917,8,1,1,0,1,0,1,3
1503,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83984,2.273328,10,1,1,0,1,0,1,3
1504,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.888447,2.3160603,12,1,1,0,1,1,1,3
1505,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.898304,2.3423252,13,1,1,0,1,0,1,3
1506,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.898304,2.3423252,13,1,1,0,1,1,1,3
1507,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.898304,2.3423252,13,1,1,0,1,0,0,3
1508,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.842567,2.2848904,10,1,1,0,1,0,1,3
1509,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.838547,2.312675,10,1,1,0,1,1,0,3
1510,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.843792,2.2698932,11,1,1,0,1,0,0,3
1511,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85482,2.2904053,10,1,1,0,1,0,0,3
1512,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.88836,2.3480344,13,1,1,0,1,0,1,3
1513,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.855225,2.3984911,15,1,1,0,1,0,0,3
1514,Paris centre,75101.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85788,2.34681,16,1,1,0,1,0,1,3
1516,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.839775,2.3476574,0,1,1,0,1,0,0,3
1517,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.839775,2.3476574,0,1,1,0,1,0,0,3
1518,Paris centre,75103.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.858967,2.36738,16,1,1,0,1,0,1,3
1519,05e Arrondissement,75105.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.851387,2.3472476,0,1,1,0,1,0,1,3
1520,09e Arrondissement,75109.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87359,2.3466527,4,1,1,0,1,0,0,3
1521,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86661,2.36784,6,1,1,0,1,0,1,3
1522,13e Arrondissement,75113.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.82315,2.3753989,8,1,1,0,1,1,1,3
1523,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.83273,2.32608,9,1,1,0,1,1,1,3
1524,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83273,2.32608,9,1,1,0,1,0,0,3
1525,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.842175,2.323305,9,1,1,0,1,0,0,3
1526,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83171,2.379246,8,1,1,0,1,0,0,3
1527,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.8304,2.295999,10,1,1,0,1,1,1,3
1528,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8917,2.3691,14,1,1,0,1,0,0,3
1529,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8917,2.3691,14,1,1,0,1,0,0,3
1530,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8792,2.3839,14,1,1,0,1,0,0,3
1531,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8407,2.2876,10,1,1,0,1,0,1,3
1532,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8735,2.2843,11,1,1,0,1,0,1,3
1533,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8603,2.274,11,1,1,0,1,0,0,3
1534,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8646,2.2754,11,1,1,0,1,0,0,3
1535,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8863,2.3151,12,1,1,0,1,0,0,3
1536,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8954,2.35,13,1,1,0,1,0,0,3
1538,06e Arrondissement,75106.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84896,2.328735,1,1,1,0,1,0,0,3
1539,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.859367,2.3195393,2,1,1,0,1,0,0,3
1540,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85582,2.3152447,2,1,1,0,1,0,0,3
1541,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87006,2.312597,3,1,1,0,1,0,0,3
1542,10e Arrondissement,75110.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87565,2.372715,5,1,1,0,1,0,0,3
1543,10e Arrondissement,75110.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.880123,2.3509617,5,1,1,0,1,0,0,3
1544,11e Arrondissement,75111.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.849968,2.387246,6,1,1,0,1,0,0,3
1545,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.833412,2.388111,7,1,1,0,1,0,0,3
1546,12e Arrondissement,75112.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.846306,2.410751,7,1,1,0,1,0,0,3
1548,13e Arrondissement,75113.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82325,2.354296,8,1,1,0,1,0,1,3
1549,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82668,2.3237355,9,1,1,0,1,0,0,3
1550,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82306,2.322823,9,1,1,0,1,0,1,3
1551,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.851833,2.2997985,10,1,1,0,1,0,1,3
1552,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84391,2.279693,10,1,1,0,1,0,0,3
1553,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.842644,2.313266,10,1,1,0,1,0,1,3
1554,16e Arrondissement,75116.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.861294,2.28423,11,1,1,0,1,0,1,3
1555,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.879463,2.2899947,12,1,1,0,1,0,1,3
1556,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.88003,2.2995074,12,1,1,0,1,0,1,3
1557,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.886097,2.3936,14,1,1,0,1,0,0,3
1558,19e Arrondissement,75119.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.89166,2.3775942,14,1,1,1,1,0,0,3
1559,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.89166,2.3775942,14,1,1,0,1,0,0,3
1560,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.89166,2.3775942,14,1,1,0,1,0,0,3
1561,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.899334,2.371162,14,1,1,0,1,0,0,3
1562,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86959,2.400348,15,1,1,0,1,0,1,3
1563,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84545,2.292136,10,1,1,0,1,0,0,3
1564,16e Arrondissement,75116.0,Parking public,15,True,Non accessible,aucune restriction,False,50.0,Disponible,Prise type Chademo,48.846973,2.2558389,11,0,1,0,1,0,0,1
1565,07e Arrondissement,75107.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.84975,2.3074996,2,1,0,0,1,0,0,3
1566,Paris centre,75103.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.86472,2.359043,16,1,0,0,1,0,0,3
1567,05e Arrondissement,75105.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.845715,2.345032,0,1,0,0,1,0,0,3
1568,06e Arrondissement,75106.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.852127,2.331346,1,1,0,0,1,0,0,3
1569,07e Arrondissement,75107.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.857124,2.327753,2,1,0,0,1,0,1,3
1570,08e Arrondissement,75108.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.875854,2.309542,3,1,0,0,1,0,0,3
1571,11e Arrondissement,75111.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.865097,2.36554,6,1,0,0,1,0,0,3
1572,13e Arrondissement,75113.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.82085,2.343626,8,1,0,0,1,0,0,3
1573,13e Arrondissement,75113.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.82312,2.367798,8,1,0,0,1,0,1,3
1574,14e Arrondissement,75114.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.824387,2.336857,9,1,0,0,1,0,0,3
1575,15e Arrondissement,75115.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.834705,2.305529,10,1,0,0,1,0,0,3
1576,15e Arrondissement,75115.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.83571,2.286912,10,1,0,0,1,0,0,3
1577,16e Arrondissement,75116.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.871464,2.289894,11,1,0,0,1,0,0,3
1578,17e Arrondissement,75117.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.882717,2.319768,12,1,0,0,1,0,0,3
1579,19e Arrondissement,75119.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.882793,2.382705,14,1,0,0,1,0,0,3
1580,20e Arrondissement,75120.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.874134,2.405196,15,1,0,0,1,0,0,3
1581,19e Arrondissement,75120.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.872906,2.378283,14,1,0,0,1,0,0,3
1582,Paris centre,75101.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86409,2.3437343,16,1,1,0,1,0,0,3
1583,Paris centre,75101.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86409,2.3437343,16,1,1,0,1,0,0,3
1584,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85006,2.4019644,15,1,1,0,1,0,0,3
1585,Paris centre,75103.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86334,2.3526978,16,1,1,0,1,0,0,3
1586,Paris centre,75103.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86745,2.3630073,16,1,1,0,1,0,1,3
1587,Paris centre,75104.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.848423,2.366004,16,1,1,0,1,0,0,3
1588,05e Arrondissement,75105.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.850033,2.354431,0,1,1,0,1,0,1,3
1589,07e Arrondissement,75107.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.84828,2.315725,2,1,1,0,1,1,0,3
1590,08e Arrondissement,75108.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.869644,2.3036203,3,1,1,0,1,0,0,3
1591,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83919,2.387853,7,1,1,0,1,0,0,3
1592,20e Arrondissement,75120.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87559,2.399738,15,1,1,0,1,0,0,3
1593,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86536,2.405207,15,1,1,0,1,0,0,3
1594,11e Arrondissement,75111.0,Voirie,5,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.84948,2.397761,6,1,1,0,1,1,0,3
1595,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.856915,2.3941433,15,1,1,0,1,0,0,3
1596,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.835426,2.2851648,10,1,1,0,1,0,1,3
1597,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.888447,2.3160603,12,1,1,0,1,0,1,3
1598,14e Arrondissement,75114.0,Voirie,3,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82837,2.3216963,9,1,1,0,1,0,0,3
1599,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.838547,2.312675,10,1,1,0,1,0,1,3
1600,16e Arrondissement,75116.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.850998,2.2719011,11,1,1,0,1,0,0,3
1601,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.848923,2.3045475,10,1,1,0,1,0,0,3
1602,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86143,2.4056437,15,1,1,0,1,0,1,3
1603,Paris centre,75101.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86486,2.3329713,16,1,1,0,1,0,0,3
1604,Paris centre,75102.0,Voirie,6,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.86781,2.34525,16,1,1,1,1,0,0,3
1605,Paris centre,75102.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86818,2.335097,16,1,1,0,1,0,0,3
1606,Paris centre,75104.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.851254,2.3564553,16,1,1,0,1,0,0,3
1607,05e Arrondissement,75105.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.842007,2.3430684,0,1,1,0,1,0,0,3
1608,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.872448,2.3041663,3,1,1,0,1,0,1,3
1609,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.872448,2.3041663,3,1,1,0,1,0,0,3
1610,09e Arrondissement,75109.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.871643,2.3338861,4,1,1,0,1,0,0,3
1611,06e Arrondissement,75106.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85245,2.3314662,1,1,1,0,1,0,1,3
1612,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84837,2.367915,7,1,1,0,1,0,0,3
1613,11e Arrondissement,75111.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85366,2.3923485,6,1,1,0,1,0,0,3
1614,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83951,2.3301675,9,1,1,0,1,0,1,3
1615,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.820423,2.3512075,8,1,1,0,1,0,1,3
1616,Paris centre,75103.0,Voirie,6,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86502,2.360503,16,1,1,1,1,0,1,3
1617,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8913,2.3385,13,1,1,0,1,0,1,3
1618,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,3.0,Occupé (en charge),Prise type EF,48.8512,2.2913,10,1,1,0,1,0,1,3
1619,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8735,2.2843,11,1,1,0,1,0,1,3
1620,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8373,2.2787,10,1,1,0,1,0,0,3
1621,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8379,2.2628,11,1,1,0,1,0,0,3
1622,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8646,2.2754,11,1,1,0,1,0,1,3
1623,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8867,2.2955,12,1,1,0,1,0,1,3
1624,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8478,2.2636,11,1,1,0,1,0,0,3
1625,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8809,2.3099,12,1,1,0,1,0,1,3
1626,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8949,2.3355,13,1,1,0,1,0,0,3
1627,06e Arrondissement,75106.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.843006,2.3280363,1,1,1,0,1,0,0,3
1628,06e Arrondissement,75106.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Occupé (en charge),Prise type EF,48.842564,2.3363895,1,1,1,0,1,0,1,3
1629,06e Arrondissement,75106.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.842564,2.3363895,1,1,1,1,1,0,1,3
1630,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8415,2.338973,0,1,1,0,1,0,1,3
1631,05e Arrondissement,75105.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.849903,2.3444285,0,1,1,0,1,0,0,3
1632,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.839275,2.3507414,0,1,1,0,1,1,0,3
1633,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85806,2.310588,2,1,1,0,1,0,0,3
1634,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85461,2.329982,2,1,1,0,1,0,0,3
1635,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.877834,2.310832,3,1,1,0,1,0,1,3
1636,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87236,2.326167,3,1,1,0,1,0,0,3
1637,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.87236,2.326167,3,1,1,0,1,0,1,3
1638,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.87236,2.326167,3,1,1,0,1,0,1,3
1640,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.833412,2.388111,7,1,1,0,1,0,0,3
1641,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.827972,2.372195,8,1,1,0,1,0,1,3
1642,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82076,2.3370783,9,1,1,0,1,0,1,3
1643,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82076,2.3370783,9,1,1,0,1,0,1,3
1644,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83389,2.3081343,10,1,1,0,1,0,0,3
1645,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87244,2.2915578,11,1,1,0,1,0,0,3
1646,17e Arrondissement,75117.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.884953,2.3035011,12,1,1,0,1,0,0,3
1647,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88508,2.3375535,13,1,1,0,1,0,0,3
1648,18e Arrondissement,75118.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.893276,2.3395,13,1,1,0,1,0,1,3
1649,18e Arrondissement,75118.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.884415,2.3305461,13,1,1,0,1,0,0,3
1650,18e Arrondissement,75118.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.884415,2.3305461,13,1,1,0,1,0,0,3
1651,19e Arrondissement,75119.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.87274,2.3782985,14,1,1,0,1,0,1,3
1652,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.865685,2.392972,15,1,1,0,1,0,1,3
1653,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.865685,2.392972,15,1,1,0,1,0,0,3
1654,20e Arrondissement,75120.0,Voirie,6,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.85844,2.402911,15,1,1,1,1,0,0,3
1655,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84545,2.292136,10,1,1,0,1,0,0,3
1657,Paris centre,75104.0,Parking public,21,True,Non accessible,Hauteur maximale 1.90m,False,43.0,Disponible,Prise type 2,48.856796,2.3538697,16,0,1,0,0,0,0,0
1658,07e Arrondissement,75107.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Occupé (en charge),Prise type EF,48.84975,2.3074996,2,1,0,0,1,0,1,3
1659,Paris centre,75101.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.86003,2.34046,16,1,0,0,1,0,0,3
1660,08e Arrondissement,75108.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.86937,2.303269,3,1,0,0,1,0,1,3
1661,11e Arrondissement,75111.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Occupé (en charge),Prise type EF,48.865356,2.377939,6,1,0,0,1,0,1,3
1662,12e Arrondissement,75112.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.833603,2.389173,7,1,0,0,1,0,1,3
1663,13e Arrondissement,75113.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.822433,2.372971,8,1,0,0,1,0,1,3
