ID PDC local;Statut du point de recharge;URL Description Point de charge;Heure mise à jour;Coordonnées géographiques;Adresse station;Code INSEE commune;Arrondissement
FR*V75*E9013*01*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9013*01*2;2022-12-02T11:50:06+01:00;48.822433,2.372971;3 Avenue Claude Régaud 75013 Paris;75113;13e Arrondissement
FR*V75*EPX05*04*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*04*4;2022-12-02T11:47:58+01:00;48.841064,2.352048;495 Rue Monge 75005 Paris;75105;05e Arrondissement
FR*V75*EPX19*14*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*14*2;2022-12-02T11:53:04+01:00;48.87274,2.3782985;1 Rue Jules Romains 75019 Paris;75119;19e Arrondissement
FR*V75*EPX14*11*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*11*4;2022-12-02T12:09:32+01:00;48.82668,2.3237355;34 Avenue Jean Moulin 75014 Paris;75114;14e Arrondissement
FR*V75*EPX16*09*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*09*4;2022-12-02T12:12:15+01:00;48.859756,2.278694;72 Avenue Paul Doumer 75016 Paris;75116;16e Arrondissement
FR*V75*E9016*06*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*06*3;2022-12-02T12:14:34+01:00;48.871464,2.289894;45 Avenue Victor Hugo 75016 Paris;75116;16e Arrondissement
FR*V75*EPX19*11*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*11*2;2022-12-02T12:17:43+01:00;48.8824,2.3866;82 Rue de Crimée 75019 Paris;75119;19e Arrondissement
FR*V75*EPX05*10*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*10*1;2022-12-02T09:06:54+01:00;48.849903,2.3444285;7 Rue Paul Painlevé 75005 Paris;75105;05e Arrondissement
FR*V75*EPX16*03*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*03*4;2022-12-02T09:10:14+01:00;48.85666,2.2856026;2 Rue des Eaux 75016 Paris;75116;16e Arrondissement
FR*V75*EPX15*35*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*35*2;2022-12-02T12:49:30+01:00;48.844707,2.3198109;4 Avenue du Maine 75015 Paris;75115;15e Arrondissement
FR*V75*EPX12*10*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*10*6;2022-12-02T13:06:35+01:00;48.84071,2.409631;1 Avenue Émile Laurent 75012 Paris;75112;12e Arrondissement
FR*V75*E9016*09*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*09*1;2022-12-02T13:07:02+01:00;48.84676,2.268339;2 Rue Chardon Lagache 75016 Paris;75116;16e Arrondissement
FR*V75*EPX08*15*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*15*5;2022-12-02T13:10:15+01:00;48.879597,2.3263307;24 Rue de Liège 75008 Paris;75108;08e Arrondissement
FR*V75*EPX16*19*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*19*2;2022-12-02T13:07:09+01:00;48.8655,2.2996;1 Avenue Marceau 75016 Paris;75116;16e Arrondissement
FR*V75*EPX14*05*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*05*6;2022-12-02T10:39:52+01:00;48.834854,2.3297832;1 Rue Boulard 75014 Paris;75114;14e Arrondissement
FR*V75*EPX15*07*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*07*1;2022-12-02T13:09:54+01:00;48.846703,2.2844167;65 Avenue Emile Zola 75015 Paris;75115;15e Arrondissement
FR*V75*EPX07*13*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*13*3;2022-12-02T13:07:02+01:00;48.85806,2.310588;152 Rue de Grenelle 75007 Paris;75107;07e Arrondissement
FR*V75*EPX15*33*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*33*4;2022-12-02T13:12:33+01:00;48.83389,2.3081343;47 Rue de Vouillé 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*27*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*27*3;2022-12-02T13:02:20+01:00;48.8479,2.2847;4 Rue Beaugrenelle 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*13*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*3;2022-12-02T13:14:46+01:00;48.838547,2.312675;29 Rue Cotentin 75015 Paris;75115;15e Arrondissement
FR*V75*EPX17*25*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*25*4;2022-12-02T13:12:58+01:00;48.882423,2.2922037;170 boulevard Pereire 75017 Paris;75117;17e Arrondissement
FR*V75*EPX14*02*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*02*2;2022-12-02T13:12:59+01:00;48.838314,2.3408663;97 Boulevard de Port-Royal 75014 Paris;75114;14e Arrondissement
FR*V75*EPX14*04*7;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*04*7;2022-12-02T10:11:10+01:00;48.83273,2.32608;10 Rue Castagnou 75014 Paris;75114;14e Arrondissement
FR*V75*EPX08*18*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*18*2;2022-12-02T12:48:16+01:00;48.8706,2.3226488;7 boulevard Malesherbes 75008 Paris;75108;08e Arrondissement
FR*V75*EPX14*02*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*02*1;2022-12-02T12:41:59+01:00;48.838314,2.3408663;97 Boulevard de Port-Royal 75014 Paris;75114;14e Arrondissement
FR*V75*EPX16*03*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*03*1;2022-12-02T12:59:35+01:00;48.85666,2.2856026;2 Rue des Eaux 75016 Paris;75116;16e Arrondissement
FR*V75*EPX19*16*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*16*2;2022-12-02T13:26:16+01:00;48.8766,2.3790176;1 Rue Manin 75019 Paris;75119;19e Arrondissement
FR*V75*EPX05*13*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*13*2;2022-12-02T13:32:53+01:00;48.8415,2.338973;25 Rue Henri Barbusse 75005 Paris;75105;05e Arrondissement
FR*V75*EPX13*21*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*21*5;2022-12-02T13:31:10+01:00;48.824066,2.364308;58 Avenue D'Ivry 75013 Paris;75113;13e Arrondissement
FR*V75*EPX14*02*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*02*4;2022-12-02T13:45:33+01:00;48.838314,2.3408663;97 Boulevard de Port-Royal 75014 Paris;75114;14e Arrondissement
FR*V75*EPX09*06*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*06*5;2022-12-02T13:44:45+01:00;48.87359,2.3466527;13 Rue du conservatoire 75009 Paris;75109;09e Arrondissement
FR*V75*EPX20*04*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*04*2;2022-12-02T13:43:25+01:00;48.86536,2.405207;5 bis Rue du Capitaine Ferber 75020 Paris;75120;20e Arrondissement
FR*V75*EPX09*10*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*10*5;2022-12-02T13:43:53+01:00;48.87232,2.338776;6 boulevard Haussmann 75009 Paris;75109;09e Arrondissement
FR*V75*EPX02*07*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*07*3;2022-12-02T13:39:30+01:00;48.870422,2.3454537;1 Rue d'Uzès 75002 Paris;75102;Paris centre
FR*V75*EPX12*15*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*15*6;2022-12-02T13:52:35+01:00;48.83519,2.4002905;26 Rue Claude Decaen 75012 Paris;75112;12e Arrondissement
FR*V75*EPX15*26*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*26*1;2022-12-02T13:47:36+01:00;48.8472,2.2953;143 Avenue Émile Zola 75015 Paris;75115;15e Arrondissement
FR*V75*E9015*02*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9015*02*3;2022-12-02T13:46:01+01:00;48.843754,2.320272;16/18 Avenue du Maine 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*27*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*27*4;2022-12-02T13:46:56+01:00;48.8479,2.2847;4 Rue Beaugrenelle 75015 Paris;75115;15e Arrondissement
FR*V75*EPX16*09*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*09*6;2022-12-02T13:54:48+01:00;48.859756,2.278694;72 Avenue Paul Doumer 75016 Paris;75116;16e Arrondissement
FR*V75*EPX10*01*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*01*1;2022-12-02T14:01:35+01:00;48.87026,2.3600461;1 Rue Pierre Chausson 75010 Paris;75110;10e Arrondissement
FR*V75*EPX06*09*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*09*1;2022-12-02T14:02:02+01:00;48.84896,2.328735;105 Rue de Rennes 75006 Paris;75106;06e Arrondissement
FR*V75*EPX16*15*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*15*4;2022-12-02T14:17:43+01:00;48.8603,2.274;20 Boulevard Émile Augier 75016 Paris;75116;16e Arrondissement
FR*V75*EPX16*15*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*15*1;2022-12-02T14:09:42+01:00;48.8603,2.274;20 Boulevard Émile Augier 75016 Paris;75116;16e Arrondissement
FR*V75*EPX05*01*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*01*3;2022-12-02T14:11:22+01:00;48.850033,2.354431;21 Quai de la Tournelle 75005 Paris;75105;05e Arrondissement
FR*V75*EPX16*09*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*09*5;2022-12-02T14:18:22+01:00;48.859756,2.278694;72 Avenue Paul Doumer 75016 Paris;75116;16e Arrondissement
FR*V75*EPX08*08*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*08*4;2022-12-02T14:26:03+01:00;48.883015,2.325922;9 Boulevard des Batignolles 75008 Paris;75108;08e Arrondissement
FR*V75*EPX15*10*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*10*3;2022-12-02T14:20:41+01:00;48.842594,2.2920513;26 Place Etienne Pernet 75015 Paris;75115;15e Arrondissement
FR*V75*EPX09*09*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*09*5;2022-12-02T14:18:30+01:00;48.875465,2.342083;56 Rue la Fayette 75009 Paris;75109;09e Arrondissement
FR*V75*EPX11*17*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*17*2;2022-12-02T14:28:26+01:00;48.864063,2.3713984;110 Boulevard Richard Lenoir 75011 Paris;75111;11e Arrondissement
FR*V75*EPX08*07*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*07*6;2022-12-02T14:37:21+01:00;48.881832,2.32056;73 Rue de Rome 75008 Paris;75108;08e Arrondissement
FR*V75*EPX17*21*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*21*6;2022-12-02T14:31:38+01:00;48.878845,2.2878556;42 Rue Brunel 75017 Paris;75117;17e Arrondissement
FR*V75*EPX09*11*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*11*1;2022-12-02T14:39:34+01:00;48.87772,2.3409176;12 Rue Milton 75009 Paris;75109;09e Arrondissement
FR*V75*E9015*01*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9015*01*1;2022-12-02T14:35:42+01:00;48.846214,2.279884;18 Avenue Emile Zola 75015 Paris;75115;15e Arrondissement
FR*V75*EPX10*05*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*05*6;2022-12-02T14:36:59+01:00;48.87119,2.364206;31 Rue Beaurepaire 75010 Paris;75110;10e Arrondissement
FR*V75*EPX15*11*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*11*1;2022-12-02T14:46:56+01:00;48.842567,2.2848904;75 Rue de la Convention 75015 Paris;75115;15e Arrondissement
FR*V75*EPX16*16*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*16*3;2022-12-02T14:45:04+01:00;48.863,2.2858;1 Avenue Georges Mandel 75016 Paris;75116;16e Arrondissement
FR*V75*EPX13*05*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*05*3;2022-12-02T14:52:39+01:00;48.83039,2.356917;188 Avenue de Choisy 75013 Paris;75113;13e Arrondissement
